120,121,122,122,122,122,122,122,122,122,122,122,122,122,121,122,122,122,122,122,122,122,122,122,122,123
142,143,143,144,143,144,143,144,143,144,143,78,79,144,143,144,143,144,143,144,143,144,143,144,143,145
142,144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,145
142,144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,145
142,144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,145
142,144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,108,109,-1,-1,-1,-1,145
142,144,29,30,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,145
142,144,51,52,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,65,-1,-1,145
142,144,73,74,75,-1,-1,-1,-1,-1,-1,149,150,151,152,151,173,173,-1,-1,-1,-1,42,64,65,145
142,144,95,96,97,-1,-1,-1,-1,-1,149,171,143,144,143,144,143,144,-1,-1,-1,-1,143,144,143,145
142,144,150,151,152,151,151,151,152,153,171,144,143,144,143,144,143,144,-1,-1,-1,-1,143,144,143,145
142,144,143,144,143,144,143,144,143,144,143,144,143,144,143,144,143,144,-1,-1,-1,-1,143,144,143,145
142,144,143,144,143,144,143,144,143,144,143,144,143,144,143,144,143,144,-1,-1,-1,-1,143,144,143,145
164,165,165,165,165,165,165,165,165,165,165,165,165,166,165,165,165,165,-1,-1,-1,-1,165,165,166,167
