-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,204,205,-1,136,136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,204,205,-1,136,136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,204,205,-1,135,135,-1,-1,-1,-1,-1,-1,-1,204,205,-1,135,135,-1,-1,204,205,-1,270,270,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,204,205
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,204,205,-1,136,136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,204,205,-1,136,136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,204,205,-1,135,135,-1,-1,-1,-1,-1,-1,-1,204,205,-1,135,135,-1,-1,204,205,-1,270,270,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,204,205
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,329,205,-1,136,136,-1,-1,-1,-1,-1,-1,-1,-1,-1,229,230,230,231,205,136,136,136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,329,205,-1,135,135,-1,-1,-1,-1,-1,-1,-1,329,205,-1,135,135,-1,-1,329,205,-1,270,270,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,329,205
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,329,205,-1,136,136,136,-1,-1,-1,-1,-1,-1,-1,-1,256,257,257,258,205,136,136,136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,329,205,-1,135,135,135,-1,-1,-1,-1,-1,-1,329,205,-1,135,135,-1,-1,204,205,-1,270,270,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,204,205
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,285,205,-1,136,136,-1,-1,-1,-1,-1,5,277,277,6,136,136,136,285,205,136,136,136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,285,205,-1,135,135,135,-1,-1,-1,-1,-1,-1,285,205,-1,135,135,-1,-1,329,205,-1,270,270,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,329,205
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,312,313,-1,136,136,-1,-1,-1,-1,-1,32,304,304,33,136,136,136,312,313,136,136,136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,312,313,-1,135,135,-1,-1,-1,-1,-1,-1,-1,312,313,-1,135,135,-1,-1,329,205,-1,270,270,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,329,205
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,297,297,297,297,297,-1,-1,-1,-1,-1,-1,-1,5,277,277,6,136,136,136,-1,-1,-1,-1,-1,-1,-1,136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,135,135,-1,-1,329,205,-1,270,270,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,329,205
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300,300,297,297,297,297,167,167,167,167,-1,-1,-1,-1,32,304,304,33,136,136,136,-1,-1,-1,-1,-1,-1,-1,136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,135,-1,-1,-1,312,313,-1,270,270,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,312,313
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,355,-1,-1,-1,-1,5,277,277,6,300,138,5,277,277,6,297,297,297,297,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,136,-1,5,277,277,6,273,273,5,277,277,6,217,217,217,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,335,336,337,338,339,2,3,4,355,355,355,355,-1,-1,-1,-1,32,304,304,33,-1,138,32,304,304,33,297,297,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,-1,-1,136,136,32,304,304,33,273,273,32,304,304,33,217,217,217,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
